State,District,Year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare)
Uttar Pradesh,BUDAUN,2015-16,Rabi,26,306,11.77
Uttar Pradesh,BUDAUN,2016-17,Rabi,51,710,13.92
Uttar Pradesh,BUDAUN,2017-18,Rabi,137,2001,14.61
Uttar Pradesh,BUDAUN,2018-19,Rabi,43,666,15.49
Uttar Pradesh,BUDAUN,2019-20,Rabi,43,613,14.26
Uttar Pradesh,BULANDSHAHR,2011-12,Rabi,295,6748,22.87
Uttar Pradesh,BULANDSHAHR,2012-13,Rabi,51,1173,23
Uttar Pradesh,BULANDSHAHR,2013-14,Rabi,38,773,20.34
Uttar Pradesh,BULANDSHAHR,2014-15,Rabi,62,949,15.31
Uttar Pradesh,BULANDSHAHR,2015-16,Rabi,133,1565,11.77
Uttar Pradesh,BULANDSHAHR,2016-17,Rabi,15,209,13.93
Uttar Pradesh,BULANDSHAHR,2017-18,Rabi,104,1519,14.61
Uttar Pradesh,BULANDSHAHR,2018-19,Rabi,222,3436,15.48
Uttar Pradesh,BULANDSHAHR,2019-20,Rabi,75,1069,14.25
Uttar Pradesh,CHANDAULI,2011-12,Rabi,226,5170,22.88
Uttar Pradesh,CHANDAULI,2012-13,Rabi,217,4992,23
Uttar Pradesh,CHANDAULI,2013-14,Rabi,255,5186,20.34
Uttar Pradesh,CHANDAULI,2014-15,Rabi,186,2846,15.3
Uttar Pradesh,CHANDAULI,2015-16,Rabi,181,2130,11.77
Uttar Pradesh,CHANDAULI,2016-17,Rabi,153,2131,13.93
Uttar Pradesh,CHANDAULI,2017-18,Rabi,150,1887,12.58
Uttar Pradesh,CHANDAULI,2018-19,Rabi,155,4419,28.51
Uttar Pradesh,CHANDAULI,2019-20,Rabi,226,4737,20.96
Uttar Pradesh,CHITRAKOOT,2011-12,Rabi,135,3088,22.87
Uttar Pradesh,CHITRAKOOT,2012-13,Rabi,94,2162,23
Uttar Pradesh,CHITRAKOOT,2013-14,Rabi,105,2136,20.34
Uttar Pradesh,CHITRAKOOT,2014-15,Rabi,127,1943,15.3
Uttar Pradesh,CHITRAKOOT,2015-16,Rabi,172,2024,11.77
Uttar Pradesh,CHITRAKOOT,2016-17,Rabi,108,1504,13.93
Uttar Pradesh,CHITRAKOOT,2017-18,Rabi,43,628,14.6
Uttar Pradesh,CHITRAKOOT,2018-19,Rabi,138,2136,15.48
Uttar Pradesh,CHITRAKOOT,2019-20,Rabi,132,1882,14.26
Uttar Pradesh,DEORIA,2011-12,Rabi,23,526,22.87
Uttar Pradesh,DEORIA,2012-13,Rabi,18,414,23
Uttar Pradesh,DEORIA,2013-14,Rabi,29,590,20.34
Uttar Pradesh,DEORIA,2014-15,Rabi,16,245,15.31
Uttar Pradesh,DEORIA,2015-16,Rabi,12,141,11.75
Uttar Pradesh,DEORIA,2016-17,Rabi,49,682,13.92
Uttar Pradesh,DEORIA,2017-18,Rabi,25,365,14.6
Uttar Pradesh,DEORIA,2018-19,Rabi,76,1176,15.47
Uttar Pradesh,DEORIA,2019-20,Rabi,33,471,14.27
Uttar Pradesh,ETAH,2011-12,Rabi,134,3065,22.87
Uttar Pradesh,ETAH,2012-13,Rabi,145,3335,23
Uttar Pradesh,ETAH,2013-14,Rabi,101,2054,20.34
Uttar Pradesh,ETAH,2014-15,Rabi,67,1025,15.3
Uttar Pradesh,ETAH,2015-16,Rabi,137,1612,11.77
Uttar Pradesh,ETAH,2016-17,Rabi,45,627,13.93
Uttar Pradesh,ETAH,2017-18,Rabi,249,3637,14.61
Uttar Pradesh,ETAH,2018-19,Rabi,36,557,15.47
Uttar Pradesh,ETAH,2019-20,Rabi,162,2310,14.26
Uttar Pradesh,ETAWAH,2011-12,Rabi,70,1601,22.87
Uttar Pradesh,ETAWAH,2012-13,Rabi,22,506,23
Uttar Pradesh,ETAWAH,2013-14,Rabi,34,692,20.35
Uttar Pradesh,ETAWAH,2014-15,Rabi,20,306,15.3
Uttar Pradesh,ETAWAH,2015-16,Rabi,38,447,11.76
Uttar Pradesh,ETAWAH,2016-17,Rabi,41,571,13.93
Uttar Pradesh,ETAWAH,2017-18,Rabi,20,301,15.05
Uttar Pradesh,ETAWAH,2018-19,Rabi,33,511,15.48
Uttar Pradesh,ETAWAH,2019-20,Rabi,36,400,11.11
Uttar Pradesh,FAIZABAD,2011-12,Rabi,128,2928,22.88
Uttar Pradesh,FAIZABAD,2012-13,Rabi,123,2829,23
Uttar Pradesh,FAIZABAD,2013-14,Rabi,185,3763,20.34
Uttar Pradesh,FAIZABAD,2014-15,Rabi,128,1958,15.3
Uttar Pradesh,FAIZABAD,2015-16,Rabi,154,1812,11.77
Uttar Pradesh,FAIZABAD,2016-17,Rabi,161,2242,13.93
Uttar Pradesh,FAIZABAD,2017-18,Rabi,154,2249,14.6
Uttar Pradesh,FAIZABAD,2018-19,Rabi,175,2709,15.48
Uttar Pradesh,FAIZABAD,2019-20,Rabi,157,2239,14.26
Uttar Pradesh,FARRUKHABAD,2011-12,Rabi,310,7091,22.87
Uttar Pradesh,FARRUKHABAD,2012-13,Rabi,285,6556,23
Uttar Pradesh,FARRUKHABAD,2013-14,Rabi,572,11633,20.34
Uttar Pradesh,FARRUKHABAD,2014-15,Rabi,322,4926,15.3
Uttar Pradesh,FARRUKHABAD,2015-16,Rabi,265,3118,11.77
Uttar Pradesh,FARRUKHABAD,2016-17,Rabi,259,3607,13.93
Uttar Pradesh,FARRUKHABAD,2017-18,Rabi,329,4944,15.03
Uttar Pradesh,FARRUKHABAD,2018-19,Rabi,282,4365,15.48
Uttar Pradesh,FARRUKHABAD,2019-20,Rabi,291,3230,11.1
Uttar Pradesh,FATEHPUR,2011-12,Rabi,1194,27313,22.88
Uttar Pradesh,FATEHPUR,2012-13,Rabi,1498,34459,23
Uttar Pradesh,FATEHPUR,2013-14,Rabi,1146,23307,20.34
Uttar Pradesh,FATEHPUR,2014-15,Rabi,925,14152,15.3
Uttar Pradesh,FATEHPUR,2015-16,Rabi,1491,17542,11.77
Uttar Pradesh,FATEHPUR,2016-17,Rabi,1366,19026,13.93
Uttar Pradesh,FATEHPUR,2017-18,Rabi,1470,22373,15.22
Uttar Pradesh,FATEHPUR,2018-19,Rabi,1426,18595,13.04
Uttar Pradesh,FATEHPUR,2019-20,Rabi,1383,15954,11.54
Uttar Pradesh,FIROZABAD,2011-12,Rabi,43,984,22.88
Uttar Pradesh,FIROZABAD,2012-13,Rabi,52,1196,23
Uttar Pradesh,FIROZABAD,2013-14,Rabi,87,1769,20.33
Uttar Pradesh,FIROZABAD,2014-15,Rabi,13,199,15.31
Uttar Pradesh,FIROZABAD,2015-16,Rabi,71,835,11.76
Uttar Pradesh,FIROZABAD,2016-17,Rabi,85,1184,13.93
Uttar Pradesh,FIROZABAD,2017-18,Rabi,72,1052,14.61
Uttar Pradesh,FIROZABAD,2018-19,Rabi,91,1408,15.47
Uttar Pradesh,FIROZABAD,2019-20,Rabi,53,756,14.26
Uttar Pradesh,GAUTAM BUDDHA NAGAR,2011-12,Rabi,65,1487,22.88
Uttar Pradesh,GAUTAM BUDDHA NAGAR,2012-13,Rabi,12,276,23
Uttar Pradesh,GAUTAM BUDDHA NAGAR,2013-14,Rabi,12,244,20.33
Uttar Pradesh,GAUTAM BUDDHA NAGAR,2016-17,Rabi,12,167,13.92
Uttar Pradesh,GAUTAM BUDDHA NAGAR,2017-18,Rabi,12,175,14.58
Uttar Pradesh,GAUTAM BUDDHA NAGAR,2018-19,Rabi,12,186,15.5
Uttar Pradesh,GAUTAM BUDDHA NAGAR,2019-20,Rabi,3,43,14.33
Uttar Pradesh,GHAZIABAD,2011-12,Rabi,14,320,22.86
Uttar Pradesh,GHAZIABAD,2013-14,Rabi,10,203,20.3
Uttar Pradesh,GHAZIABAD,2014-15,Rabi,1,15,15
Uttar Pradesh,GHAZIABAD,2015-16,Rabi,5,59,11.8
Uttar Pradesh,GHAZIABAD,2016-17,Rabi,10,139,13.9
Uttar Pradesh,GHAZIABAD,2017-18,Rabi,10,146,14.6
Uttar Pradesh,GHAZIABAD,2018-19,Rabi,10,155,15.5
Uttar Pradesh,GHAZIABAD,2019-20,Rabi,10,143,14.3
Uttar Pradesh,GHAZIPUR,2011-12,Rabi,551,12604,22.87
Uttar Pradesh,GHAZIPUR,2012-13,Rabi,512,11777,23
Uttar Pradesh,GHAZIPUR,2013-14,Rabi,715,14542,20.34
Uttar Pradesh,GHAZIPUR,2014-15,Rabi,603,9225,15.3
Uttar Pradesh,GHAZIPUR,2015-16,Rabi,384,4518,11.77
Uttar Pradesh,GHAZIPUR,2016-17,Rabi,411,5724,13.93
Uttar Pradesh,GHAZIPUR,2017-18,Rabi,505,6352,12.58
Uttar Pradesh,GHAZIPUR,2018-19,Rabi,459,13087,28.51
Uttar Pradesh,GHAZIPUR,2019-20,Rabi,448,9390,20.96
Uttar Pradesh,GONDA,2011-12,Rabi,176,4026,22.88
Uttar Pradesh,GONDA,2012-13,Rabi,195,4486,23.01
Uttar Pradesh,GONDA,2013-14,Rabi,181,3681,20.34
Uttar Pradesh,GONDA,2014-15,Rabi,169,2586,15.3
Uttar Pradesh,GONDA,2015-16,Rabi,107,1259,11.77
Uttar Pradesh,GONDA,2016-17,Rabi,174,2424,13.93
Uttar Pradesh,GONDA,2017-18,Rabi,214,3126,14.61
Uttar Pradesh,GONDA,2018-19,Rabi,198,3065,15.48
Uttar Pradesh,GONDA,2019-20,Rabi,193,2752,14.26
Uttar Pradesh,GORAKHPUR,2011-12,Rabi,43,984,22.88
Uttar Pradesh,GORAKHPUR,2012-13,Rabi,47,1081,23
Uttar Pradesh,GORAKHPUR,2013-14,Rabi,39,793,20.33
Uttar Pradesh,GORAKHPUR,2014-15,Rabi,32,490,15.31
Uttar Pradesh,GORAKHPUR,2015-16,Rabi,14,165,11.79
Uttar Pradesh,GORAKHPUR,2016-17,Rabi,36,501,13.92
Uttar Pradesh,GORAKHPUR,2017-18,Rabi,66,964,14.61
Uttar Pradesh,GORAKHPUR,2018-19,Rabi,50,774,15.48
Uttar Pradesh,GORAKHPUR,2019-20,Rabi,100,1426,14.26
Uttar Pradesh,HAMIRPUR,2011-12,Rabi,318,7274,22.87
Uttar Pradesh,HAMIRPUR,2012-13,Rabi,112,2576,23
Uttar Pradesh,HAMIRPUR,2013-14,Rabi,74,1505,20.34
Uttar Pradesh,HAMIRPUR,2014-15,Rabi,77,1178,15.3
Uttar Pradesh,HAMIRPUR,2015-16,Rabi,72,847,11.76
Uttar Pradesh,HAMIRPUR,2016-17,Rabi,80,1114,13.93
Uttar Pradesh,HAMIRPUR,2017-18,Rabi,60,876,14.6
Uttar Pradesh,HAMIRPUR,2018-19,Rabi,135,2090,15.48
Uttar Pradesh,HAMIRPUR,2019-20,Rabi,81,1155,14.26
Uttar Pradesh,HAPUR,2012-13,Rabi,5,115,23
Uttar Pradesh,HAPUR,2013-14,Rabi,2,41,20.5
Uttar Pradesh,HAPUR,2015-16,Rabi,3,35,11.67
Uttar Pradesh,HAPUR,2016-17,Rabi,2,28,14
Uttar Pradesh,HAPUR,2017-18,Rabi,8,117,14.63
Uttar Pradesh,HAPUR,2018-19,Rabi,8,124,15.5
Uttar Pradesh,HAPUR,2019-20,Rabi,2,28,14
Uttar Pradesh,HARDOI,2011-12,Rabi,164,3751,22.87
Uttar Pradesh,HARDOI,2012-13,Rabi,124,2852,23
Uttar Pradesh,HARDOI,2013-14,Rabi,332,6753,20.34
Uttar Pradesh,HARDOI,2014-15,Rabi,327,5003,15.3
Uttar Pradesh,HARDOI,2015-16,Rabi,183,2153,11.77
Uttar Pradesh,HARDOI,2016-17,Rabi,223,3106,13.93
Uttar Pradesh,HARDOI,2017-18,Rabi,148,1992,13.46
Uttar Pradesh,HARDOI,2018-19,Rabi,188,2885,15.35
Uttar Pradesh,HARDOI,2019-20,Rabi,129,1974,15.3
Uttar Pradesh,HATHRAS,2011-12,Rabi,19,435,22.89
Uttar Pradesh,HATHRAS,2012-13,Rabi,21,483,23
Uttar Pradesh,HATHRAS,2013-14,Rabi,51,1037,20.33
Uttar Pradesh,HATHRAS,2014-15,Rabi,2,31,15.5
Uttar Pradesh,HATHRAS,2015-16,Rabi,11,130,11.82
Uttar Pradesh,HATHRAS,2016-17,Rabi,10,139,13.9
Uttar Pradesh,HATHRAS,2017-18,Rabi,1,15,15
Uttar Pradesh,HATHRAS,2018-19,Rabi,7,108,15.43
Uttar Pradesh,HATHRAS,2019-20,Rabi,2,29,14.5
Uttar Pradesh,JALAUN,2011-12,Rabi,49,1121,22.88
Uttar Pradesh,JALAUN,2012-13,Rabi,26,598,23
Uttar Pradesh,JALAUN,2013-14,Rabi,95,1932,20.34
Uttar Pradesh,JALAUN,2014-15,Rabi,11,168,15.27
Uttar Pradesh,JALAUN,2015-16,Rabi,123,1447,11.76
Uttar Pradesh,JALAUN,2016-17,Rabi,23,321,13.96
Uttar Pradesh,JALAUN,2017-18,Rabi,216,3155,14.61
Uttar Pradesh,JALAUN,2018-19,Rabi,31,480,15.48
Uttar Pradesh,JALAUN,2019-20,Rabi,19,271,14.26
Uttar Pradesh,JAUNPUR,2011-12,Rabi,187,4278,22.88
Uttar Pradesh,JAUNPUR,2012-13,Rabi,220,5061,23
Uttar Pradesh,JAUNPUR,2013-14,Rabi,366,7444,20.34
Uttar Pradesh,JAUNPUR,2014-15,Rabi,192,2937,15.3
Uttar Pradesh,JAUNPUR,2015-16,Rabi,221,2600,11.76
Uttar Pradesh,JAUNPUR,2016-17,Rabi,162,2256,13.93
Uttar Pradesh,JAUNPUR,2017-18,Rabi,200,2516,12.58
Uttar Pradesh,JAUNPUR,2018-19,Rabi,104,2965,28.51
Uttar Pradesh,JAUNPUR,2019-20,Rabi,199,4171,20.96
Uttar Pradesh,JHANSI,2011-12,Rabi,12,274,22.83
Uttar Pradesh,JHANSI,2012-13,Rabi,57,1311,23
Uttar Pradesh,JHANSI,2013-14,Rabi,50,1017,20.34
Uttar Pradesh,JHANSI,2014-15,Rabi,29,444,15.31
Uttar Pradesh,JHANSI,2015-16,Rabi,164,1929,11.76
Uttar Pradesh,JHANSI,2016-17,Rabi,81,1128,13.93
Uttar Pradesh,JHANSI,2017-18,Rabi,108,1578,14.61
Uttar Pradesh,JHANSI,2018-19,Rabi,47,727,15.47
Uttar Pradesh,JHANSI,2019-20,Rabi,84,1198,14.26
Uttar Pradesh,KANNAUJ,2011-12,Rabi,353,8075,22.88
Uttar Pradesh,KANNAUJ,2012-13,Rabi,433,9960,23
Uttar Pradesh,KANNAUJ,2013-14,Rabi,448,9111,20.34
Uttar Pradesh,KANNAUJ,2014-15,Rabi,389,5951,15.3
Uttar Pradesh,KANNAUJ,2015-16,Rabi,231,2718,11.77
Uttar Pradesh,KANNAUJ,2016-17,Rabi,449,6254,13.93
Uttar Pradesh,KANNAUJ,2017-18,Rabi,794,11932,15.03
Uttar Pradesh,KANNAUJ,2018-19,Rabi,1005,15556,15.48
Uttar Pradesh,KANNAUJ,2019-20,Rabi,441,4895,11.1
Uttar Pradesh,KANPUR DEHAT,2011-12,Rabi,460,10523,22.88
Uttar Pradesh,KANPUR DEHAT,2012-13,Rabi,296,6809,23
Uttar Pradesh,KANPUR DEHAT,2013-14,Rabi,169,3437,20.34
Uttar Pradesh,KANPUR DEHAT,2014-15,Rabi,414,6334,15.3
Uttar Pradesh,KANPUR DEHAT,2015-16,Rabi,331,3894,11.76
Uttar Pradesh,KANPUR DEHAT,2016-17,Rabi,390,5432,13.93
Uttar Pradesh,KANPUR DEHAT,2017-18,Rabi,386,5801,15.03
Uttar Pradesh,KANPUR DEHAT,2018-19,Rabi,341,5278,15.48
Uttar Pradesh,KANPUR DEHAT,2019-20,Rabi,317,3519,11.1
Uttar Pradesh,KANPUR NAGAR,2011-12,Rabi,415,9493,22.87
Uttar Pradesh,KANPUR NAGAR,2012-13,Rabi,374,8603,23
Uttar Pradesh,KANPUR NAGAR,2013-14,Rabi,420,8542,20.34
Uttar Pradesh,KANPUR NAGAR,2014-15,Rabi,280,4284,15.3
Uttar Pradesh,KANPUR NAGAR,2015-16,Rabi,220,2588,11.76
Uttar Pradesh,KANPUR NAGAR,2016-17,Rabi,308,4290,13.93
Uttar Pradesh,KANPUR NAGAR,2017-18,Rabi,256,3847,15.03
Uttar Pradesh,KANPUR NAGAR,2018-19,Rabi,461,7136,15.48
Uttar Pradesh,KANPUR NAGAR,2019-20,Rabi,554,6149,11.1
Uttar Pradesh,KASGANJ,2011-12,Rabi,269,6153,22.87
Uttar Pradesh,KASGANJ,2012-13,Rabi,215,4946,23
Uttar Pradesh,KASGANJ,2013-14,Rabi,127,2583,20.34
Uttar Pradesh,KASGANJ,2014-15,Rabi,190,2907,15.3
Uttar Pradesh,KASGANJ,2015-16,Rabi,339,3988,11.76
Uttar Pradesh,KASGANJ,2016-17,Rabi,106,1476,13.92
Uttar Pradesh,KASGANJ,2017-18,Rabi,430,6281,14.61
Uttar Pradesh,KASGANJ,2018-19,Rabi,155,2399,15.48
Uttar Pradesh,KASGANJ,2019-20,Rabi,140,1996,14.26
Uttar Pradesh,KAUSHAMBI,2011-12,Rabi,288,6588,22.88
Uttar Pradesh,KAUSHAMBI,2012-13,Rabi,180,4140,23
Uttar Pradesh,KAUSHAMBI,2013-14,Rabi,242,4922,20.34
Uttar Pradesh,KAUSHAMBI,2014-15,Rabi,227,3473,15.3
Uttar Pradesh,KAUSHAMBI,2015-16,Rabi,202,2376,11.76
Uttar Pradesh,KAUSHAMBI,2016-17,Rabi,220,3064,13.93
Uttar Pradesh,KAUSHAMBI,2017-18,Rabi,253,3874,15.31
Uttar Pradesh,KAUSHAMBI,2018-19,Rabi,198,2555,12.9
Uttar Pradesh,KAUSHAMBI,2019-20,Rabi,235,3023,12.86
Uttar Pradesh,KHERI,2011-12,Rabi,75,1716,22.88
Uttar Pradesh,KHERI,2012-13,Rabi,76,1748,23
Uttar Pradesh,KHERI,2013-14,Rabi,14,285,20.36
Uttar Pradesh,KHERI,2014-15,Rabi,26,398,15.31
Uttar Pradesh,KHERI,2015-16,Rabi,19,223,11.74
Uttar Pradesh,KHERI,2016-17,Rabi,62,864,13.94
Uttar Pradesh,KHERI,2017-18,Rabi,14,188,13.43
Uttar Pradesh,KHERI,2018-19,Rabi,63,967,15.35
Uttar Pradesh,KHERI,2019-20,Rabi,36,551,15.31
Uttar Pradesh,KUSHI NAGAR,2011-12,Rabi,31,709,22.87
Uttar Pradesh,KUSHI NAGAR,2012-13,Rabi,30,690,23
Uttar Pradesh,KUSHI NAGAR,2013-14,Rabi,64,1302,20.34
Uttar Pradesh,KUSHI NAGAR,2014-15,Rabi,42,643,15.31
Uttar Pradesh,KUSHI NAGAR,2015-16,Rabi,46,541,11.76
Uttar Pradesh,KUSHI NAGAR,2016-17,Rabi,28,390,13.93
Uttar Pradesh,KUSHI NAGAR,2017-18,Rabi,36,526,14.61
Uttar Pradesh,KUSHI NAGAR,2018-19,Rabi,33,511,15.48
Uttar Pradesh,KUSHI NAGAR,2019-20,Rabi,46,656,14.26
Uttar Pradesh,LALITPUR,2011-12,Rabi,140,3203,22.88
Uttar Pradesh,LALITPUR,2012-13,Rabi,118,2715,23.01
Uttar Pradesh,LALITPUR,2013-14,Rabi,258,5247,20.34
Uttar Pradesh,LALITPUR,2014-15,Rabi,170,2601,15.3
Uttar Pradesh,LALITPUR,2015-16,Rabi,98,1153,11.77
Uttar Pradesh,LALITPUR,2016-17,Rabi,134,1866,13.93
Uttar Pradesh,LALITPUR,2017-18,Rabi,156,2279,14.61
Uttar Pradesh,LALITPUR,2018-19,Rabi,146,2260,15.48
Uttar Pradesh,LALITPUR,2019-20,Rabi,135,1925,14.26
Uttar Pradesh,LUCKNOW,2011-12,Rabi,39,892,22.87
Uttar Pradesh,LUCKNOW,2012-13,Rabi,60,1380,23
Uttar Pradesh,LUCKNOW,2013-14,Rabi,59,1200,20.34
Uttar Pradesh,LUCKNOW,2014-15,Rabi,19,290,15.26
Uttar Pradesh,LUCKNOW,2015-16,Rabi,25,294,11.76
Uttar Pradesh,LUCKNOW,2016-17,Rabi,47,655,13.94
Uttar Pradesh,LUCKNOW,2017-18,Rabi,57,767,13.46
Uttar Pradesh,LUCKNOW,2018-19,Rabi,1085,16653,15.35
Uttar Pradesh,LUCKNOW,2019-20,Rabi,56,857,15.3
Uttar Pradesh,MAHARAJGANJ,2011-12,Rabi,16,366,22.88
Uttar Pradesh,MAHARAJGANJ,2012-13,Rabi,14,322,23
Uttar Pradesh,MAHARAJGANJ,2013-14,Rabi,50,1017,20.34
Uttar Pradesh,MAHARAJGANJ,2014-15,Rabi,21,321,15.29
Uttar Pradesh,MAHARAJGANJ,2015-16,Rabi,9,106,11.78
Uttar Pradesh,MAHARAJGANJ,2016-17,Rabi,16,223,13.94
Uttar Pradesh,MAHARAJGANJ,2017-18,Rabi,36,526,14.61
Uttar Pradesh,MAHARAJGANJ,2018-19,Rabi,27,418,15.48
Uttar Pradesh,MAHARAJGANJ,2019-20,Rabi,16,228,14.25
Uttar Pradesh,MAHOBA,2011-12,Rabi,44,1007,22.89
Uttar Pradesh,MAHOBA,2012-13,Rabi,13,299,23
Uttar Pradesh,MAHOBA,2013-14,Rabi,11,224,20.36
Uttar Pradesh,MAHOBA,2014-15,Rabi,84,1285,15.3
Uttar Pradesh,MAHOBA,2015-16,Rabi,22,259,11.77
Uttar Pradesh,MAHOBA,2016-17,Rabi,43,599,13.93
Uttar Pradesh,MAHOBA,2017-18,Rabi,88,1285,14.6
Uttar Pradesh,MAHOBA,2018-19,Rabi,101,1563,15.48
Uttar Pradesh,MAHOBA,2019-20,Rabi,58,827,14.26
Uttar Pradesh,MAINPURI,2011-12,Rabi,375,8578,22.87
Uttar Pradesh,MAINPURI,2012-13,Rabi,588,13526,23
Uttar Pradesh,MAINPURI,2013-14,Rabi,420,8542,20.34
Uttar Pradesh,MAINPURI,2014-15,Rabi,365,5584,15.3
Uttar Pradesh,MAINPURI,2015-16,Rabi,645,7588,11.76
Uttar Pradesh,MAINPURI,2016-17,Rabi,405,5641,13.93
Uttar Pradesh,MAINPURI,2017-18,Rabi,455,6646,14.61
Uttar Pradesh,MAINPURI,2018-19,Rabi,361,5588,15.48
Uttar Pradesh,MAINPURI,2019-20,Rabi,337,4806,14.26
Uttar Pradesh,MATHURA,2011-12,Rabi,4,91,22.75
Uttar Pradesh,MATHURA,2012-13,Rabi,6,138,23
Uttar Pradesh,MATHURA,2013-14,Rabi,6,122,20.33
Uttar Pradesh,MATHURA,2014-15,Rabi,1,15,15
Uttar Pradesh,MATHURA,2015-16,Rabi,5,59,11.8
Uttar Pradesh,MATHURA,2017-18,Rabi,3,44,14.67
Uttar Pradesh,MATHURA,2018-19,Rabi,6,93,15.5
Uttar Pradesh,MATHURA,2019-20,Rabi,17,242,14.24
Uttar Pradesh,MAU,2011-12,Rabi,145,3317,22.88
Uttar Pradesh,MAU,2012-13,Rabi,121,2783,23
Uttar Pradesh,MAU,2013-14,Rabi,162,3295,20.34
Uttar Pradesh,MAU,2014-15,Rabi,164,2509,15.3
Uttar Pradesh,MAU,2015-16,Rabi,23,271,11.78
Uttar Pradesh,MAU,2016-17,Rabi,84,1170,13.93
Uttar Pradesh,MAU,2017-18,Rabi,128,1870,14.61
Uttar Pradesh,MAU,2018-19,Rabi,131,806,6.15
Uttar Pradesh,MAU,2019-20,Rabi,191,2724,14.26
Uttar Pradesh,MEERUT,2011-12,Rabi,167,3820,22.87
Uttar Pradesh,MEERUT,2012-13,Rabi,20,460,23
Uttar Pradesh,MEERUT,2013-14,Rabi,74,1505,20.34
Uttar Pradesh,MEERUT,2014-15,Rabi,21,321,15.29
Uttar Pradesh,MEERUT,2015-16,Rabi,22,259,11.77
Uttar Pradesh,MEERUT,2016-17,Rabi,8,112,14
Uttar Pradesh,MEERUT,2017-18,Rabi,14,204,14.57
Uttar Pradesh,MEERUT,2018-19,Rabi,176,2724,15.48
Uttar Pradesh,MEERUT,2019-20,Rabi,12,171,14.25
Uttar Pradesh,MIRZAPUR,2011-12,Rabi,271,6199,22.87
Uttar Pradesh,MIRZAPUR,2012-13,Rabi,282,6487,23
Uttar Pradesh,MIRZAPUR,2013-14,Rabi,260,5288,20.34
Uttar Pradesh,MIRZAPUR,2014-15,Rabi,327,5003,15.3
Uttar Pradesh,MIRZAPUR,2015-16,Rabi,282,3318,11.77
Uttar Pradesh,MIRZAPUR,2016-17,Rabi,278,3872,13.93
Uttar Pradesh,MIRZAPUR,2017-18,Rabi,300,4549,15.16
Uttar Pradesh,MIRZAPUR,2018-19,Rabi,435,8472,19.48
Uttar Pradesh,MIRZAPUR,2019-20,Rabi,254,3843,15.13
Uttar Pradesh,MORADABAD,2011-12,Rabi,33,755,22.88
Uttar Pradesh,MORADABAD,2012-13,Rabi,3,69,23
Uttar Pradesh,MORADABAD,2013-14,Rabi,9,183,20.33
Uttar Pradesh,MORADABAD,2014-15,Rabi,30,459,15.3
Uttar Pradesh,MORADABAD,2015-16,Rabi,44,518,11.77
Uttar Pradesh,MORADABAD,2016-17,Rabi,22,306,13.91
Uttar Pradesh,MORADABAD,2017-18,Rabi,6,88,14.67
Uttar Pradesh,MORADABAD,2018-19,Rabi,19,294,15.47
Uttar Pradesh,MORADABAD,2019-20,Rabi,33,471,14.27
Uttar Pradesh,MUZAFFARNAGAR,2011-12,Rabi,43,984,22.88
Uttar Pradesh,MUZAFFARNAGAR,2012-13,Rabi,8,184,23
Uttar Pradesh,MUZAFFARNAGAR,2013-14,Rabi,17,346,20.35
Uttar Pradesh,MUZAFFARNAGAR,2014-15,Rabi,7,107,15.29
Uttar Pradesh,MUZAFFARNAGAR,2015-16,Rabi,15,176,11.73
Uttar Pradesh,MUZAFFARNAGAR,2016-17,Rabi,2,28,14
Uttar Pradesh,MUZAFFARNAGAR,2017-18,Rabi,6,88,14.67
Uttar Pradesh,MUZAFFARNAGAR,2018-19,Rabi,10,155,15.5
Uttar Pradesh,MUZAFFARNAGAR,2019-20,Rabi,10,143,14.3
Uttar Pradesh,PILIBHIT,2011-12,Rabi,125,2859,22.87
Uttar Pradesh,PILIBHIT,2012-13,Rabi,1,23,23
Uttar Pradesh,PILIBHIT,2013-14,Rabi,1,20,20
Uttar Pradesh,PILIBHIT,2014-15,Rabi,5,76,15.2
Uttar Pradesh,PILIBHIT,2015-16,Rabi,4,47,11.75
Uttar Pradesh,PILIBHIT,2016-17,Rabi,1,14,14
Uttar Pradesh,PILIBHIT,2017-18,Rabi,27,394,14.59
Uttar Pradesh,PILIBHIT,2018-19,Rabi,1,15,15
Uttar Pradesh,PILIBHIT,2019-20,Rabi,1,14,14
Uttar Pradesh,PRATAPGARH,2011-12,Rabi,56,1281,22.88
Uttar Pradesh,PRATAPGARH,2012-13,Rabi,55,1265,23
Uttar Pradesh,PRATAPGARH,2013-14,Rabi,112,2278,20.34
Uttar Pradesh,PRATAPGARH,2014-15,Rabi,151,2310,15.3
Uttar Pradesh,PRATAPGARH,2015-16,Rabi,201,2365,11.77
Uttar Pradesh,PRATAPGARH,2016-17,Rabi,179,2493,13.93
Uttar Pradesh,PRATAPGARH,2017-18,Rabi,170,2603,15.31
Uttar Pradesh,PRATAPGARH,2018-19,Rabi,239,3084,12.9
Uttar Pradesh,PRATAPGARH,2019-20,Rabi,93,1196,12.86
Uttar Pradesh,RAE BARELI,2011-12,Rabi,301,6885,22.87
Uttar Pradesh,RAE BARELI,2012-13,Rabi,241,5544,23
Uttar Pradesh,RAE BARELI,2013-14,Rabi,277,5634,20.34
Uttar Pradesh,RAE BARELI,2014-15,Rabi,288,4406,15.3
Uttar Pradesh,RAE BARELI,2015-16,Rabi,157,1847,11.76
