State,District,Year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare)
Gujrat,DANG,2012-13,Rabi,300,8600,28.67
Gujrat,DANG,2013-14,Rabi,355,10831,30.51
Gujrat,DANG,2019-20,Rabi,550,16098,29.27
Gujrat,DEVBHUMI DWARKA,2014-15,Rabi,232,6468,27.88
Gujrat,DEVBHUMI DWARKA,2015-16,Rabi,5,135,27
Gujrat,DEVBHUMI DWARKA,2016-17,Rabi,100,2605,26.05
Gujrat,DEVBHUMI DWARKA,2017-18,Rabi,271,7772,28.68
Gujrat,DEVBHUMI DWARKA,2019-20,Rabi,25,732,29.28
Gujrat,DOHAD,2011-12,Rabi,1600,48400,30.25
Gujrat,DOHAD,2012-13,Rabi,1700,42000,24.71
Gujrat,DOHAD,2013-14,Rabi,1542,47048,30.51
Gujrat,DOHAD,2014-15,Rabi,2167,60413,27.88
Gujrat,DOHAD,2015-16,Rabi,1470,39590,26.93
Gujrat,DOHAD,2016-17,Rabi,1177,30659,26.05
Gujrat,DOHAD,2017-18,Rabi,854,24491,28.68
Gujrat,DOHAD,2018-19,Rabi,511,14421,28.22
Gujrat,DOHAD,2019-20,Rabi,611,17883,29.27
Gujrat,GIR SOMNATH,2014-15,Rabi,6850,190663,27.83
Gujrat,GIR SOMNATH,2015-16,Rabi,1950,53933,27.66
Gujrat,GIR SOMNATH,2016-17,Rabi,2997,88977,29.69
Gujrat,GIR SOMNATH,2017-18,Rabi,5784,142593,24.65
Gujrat,GIR SOMNATH,2018-19,Rabi,699,16955,24.26
Gujrat,GIR SOMNATH,2019-20,Rabi,3511,90011,25.64
Gujrat,JAMNAGAR,2011-12,Rabi,5100,127100,24.92
Gujrat,JAMNAGAR,2012-13,Rabi,500,12400,24.8
Gujrat,JAMNAGAR,2013-14,Rabi,3698,113550,30.71
Gujrat,JAMNAGAR,2014-15,Rabi,325,9061,27.88
Gujrat,JAMNAGAR,2015-16,Rabi,224,6033,26.93
Gujrat,JAMNAGAR,2016-17,Rabi,527,13728,26.05
Gujrat,JAMNAGAR,2017-18,Rabi,1256,31511,25.09
Gujrat,JAMNAGAR,2018-19,Rabi,484,12341,25.5
Gujrat,JAMNAGAR,2019-20,Rabi,1325,34164,25.78
Gujrat,JUNAGADH,2011-12,Rabi,10200,300200,29.43
Gujrat,JUNAGADH,2012-13,Rabi,2100,40100,19.1
Gujrat,JUNAGADH,2013-14,Rabi,5710,127612,22.35
Gujrat,JUNAGADH,2014-15,Rabi,730,23900,32.74
Gujrat,JUNAGADH,2015-16,Rabi,530,9962,18.8
Gujrat,JUNAGADH,2016-17,Rabi,980,19783,20.19
Gujrat,JUNAGADH,2017-18,Rabi,3004,86147,28.68
Gujrat,JUNAGADH,2018-19,Rabi,2320,65475,28.22
Gujrat,JUNAGADH,2019-20,Rabi,1574,46070,29.27
Gujrat,KACHCHH,2011-12,Rabi,3700,111100,30.03
Gujrat,KACHCHH,2012-13,Rabi,400,9400,23.5
Gujrat,KACHCHH,2013-14,Rabi,2229,68009,30.51
Gujrat,KACHCHH,2014-15,Rabi,281,7834,27.88
Gujrat,KACHCHH,2015-16,Rabi,426,11473,26.93
Gujrat,KACHCHH,2016-17,Rabi,234,6095,26.05
Gujrat,KACHCHH,2017-18,Rabi,228,6538,28.68
Gujrat,KACHCHH,2018-19,Rabi,98,2766,28.22
Gujrat,KACHCHH,2019-20,Rabi,163,4771,29.27
Gujrat,KHEDA,2011-12,Rabi,200,6200,31
Gujrat,KHEDA,2012-13,Rabi,100,1900,19
Gujrat,KHEDA,2013-14,Rabi,91,2777,30.52
Gujrat,KHEDA,2014-15,Rabi,124,3457,27.88
Gujrat,KHEDA,2015-16,Rabi,160,4309,26.93
Gujrat,KHEDA,2016-17,Rabi,68,1771,26.04
Gujrat,KHEDA,2017-18,Rabi,25,717,28.68
Gujrat,KHEDA,2018-19,Rabi,37,1044,28.22
Gujrat,KHEDA,2019-20,Rabi,58,1698,29.28
Gujrat,MAHESANA,2011-12,Rabi,200,5000,25
Gujrat,MAHESANA,2012-13,Rabi,100,2600,26
Gujrat,MAHESANA,2013-14,Rabi,376,11472,30.51
Gujrat,MAHESANA,2014-15,Rabi,344,9590,27.88
Gujrat,MAHESANA,2015-16,Rabi,366,9857,26.93
Gujrat,MAHESANA,2016-17,Rabi,318,8283,26.05
Gujrat,MAHESANA,2017-18,Rabi,511,14654,28.68
Gujrat,MAHESANA,2018-19,Rabi,340,9595,28.22
Gujrat,MAHESANA,2019-20,Rabi,305,8927,29.27
Gujrat,MAHISAGAR,2014-15,Rabi,127,3541,27.88
Gujrat,MAHISAGAR,2015-16,Rabi,143,3851,26.93
Gujrat,MAHISAGAR,2016-17,Rabi,56,1459,26.05
Gujrat,MAHISAGAR,2017-18,Rabi,211,6051,28.68
Gujrat,MAHISAGAR,2018-19,Rabi,268,7563,28.22
Gujrat,MAHISAGAR,2019-20,Rabi,214,6264,29.27
Gujrat,MORBI,2014-15,Rabi,1124,31614,28.13
Gujrat,MORBI,2015-16,Rabi,1738,48202,27.73
Gujrat,MORBI,2016-17,Rabi,1683,44263,26.3
Gujrat,MORBI,2017-18,Rabi,1832,43525,23.76
Gujrat,MORBI,2018-19,Rabi,818,14305,17.49
Gujrat,MORBI,2019-20,Rabi,612,13065,21.35
Gujrat,NARMADA,2012-13,Rabi,100,2200,22
Gujrat,NARMADA,2013-14,Rabi,135,4119,30.51
Gujrat,NARMADA,2014-15,Rabi,5,139,27.8
Gujrat,NARMADA,2016-17,Rabi,94,2449,26.05
Gujrat,NARMADA,2018-19,Rabi,39,1101,28.23
Gujrat,NARMADA,2019-20,Rabi,20,585,29.25
Gujrat,NAVSARI,2011-12,Rabi,100,3000,30
Gujrat,NAVSARI,2012-13,Rabi,100,3400,34
Gujrat,NAVSARI,2013-14,Rabi,209,6377,30.51
Gujrat,NAVSARI,2014-15,Rabi,127,3541,27.88
Gujrat,NAVSARI,2015-16,Rabi,135,3636,26.93
Gujrat,NAVSARI,2016-17,Rabi,177,4611,26.05
Gujrat,NAVSARI,2017-18,Rabi,100,2868,28.68
Gujrat,NAVSARI,2018-19,Rabi,79,2230,28.23
Gujrat,NAVSARI,2019-20,Rabi,170,4976,29.27
Gujrat,PANCH MAHALS,2011-12,Rabi,300,9200,30.67
Gujrat,PANCH MAHALS,2012-13,Rabi,200,4400,22
Gujrat,PANCH MAHALS,2013-14,Rabi,97,2960,30.52
Gujrat,PANCH MAHALS,2014-15,Rabi,659,18372,27.88
Gujrat,PANCH MAHALS,2016-17,Rabi,60,1563,26.05
Gujrat,PANCH MAHALS,2017-18,Rabi,74,2122,28.68
Gujrat,PATAN,2011-12,Rabi,100,300,3
Gujrat,PATAN,2013-14,Rabi,2,61,30.5
Gujrat,PATAN,2014-15,Rabi,35,976,27.89
Gujrat,PATAN,2015-16,Rabi,135,3636,26.93
Gujrat,PATAN,2016-17,Rabi,10,260,26
Gujrat,PATAN,2017-18,Rabi,5,143,28.6
Gujrat,PATAN,2018-19,Rabi,77,2173,28.22
Gujrat,PATAN,2019-20,Rabi,79,2312,29.27
Gujrat,PORBANDAR,2011-12,Rabi,1900,55900,29.42
Gujrat,PORBANDAR,2012-13,Rabi,400,9900,24.75
Gujrat,PORBANDAR,2013-14,Rabi,1280,39054,30.51
Gujrat,PORBANDAR,2014-15,Rabi,445,12406,27.88
Gujrat,PORBANDAR,2015-16,Rabi,175,4713,26.93
Gujrat,PORBANDAR,2016-17,Rabi,270,7033,26.05
Gujrat,PORBANDAR,2017-18,Rabi,130,3728,28.68
Gujrat,PORBANDAR,2018-19,Rabi,60,1693,28.22
Gujrat,PORBANDAR,2019-20,Rabi,175,5122,29.27
Gujrat,RAJKOT,2011-12,Rabi,11400,340500,29.87
Gujrat,RAJKOT,2012-13,Rabi,900,24200,26.89
Gujrat,RAJKOT,2013-14,Rabi,8226,251831,30.61
Gujrat,RAJKOT,2014-15,Rabi,975,29736,30.5
Gujrat,RAJKOT,2015-16,Rabi,2305,72559,31.48
Gujrat,RAJKOT,2016-17,Rabi,2100,61356,29.22
Gujrat,RAJKOT,2017-18,Rabi,3414,103236,30.24
Gujrat,RAJKOT,2018-19,Rabi,988,29465,29.82
Gujrat,RAJKOT,2019-20,Rabi,6668,159691,23.95
Gujrat,SABAR KANTHA,2011-12,Rabi,100,800,8
Gujrat,SABAR KANTHA,2012-13,Rabi,100,1300,13
Gujrat,SABAR KANTHA,2013-14,Rabi,112,3417,30.51
Gujrat,SABAR KANTHA,2014-15,Rabi,375,10454,27.88
Gujrat,SABAR KANTHA,2015-16,Rabi,520,14004,26.93
Gujrat,SABAR KANTHA,2016-17,Rabi,173,4506,26.05
Gujrat,SABAR KANTHA,2017-18,Rabi,91,2610,28.68
Gujrat,SABAR KANTHA,2018-19,Rabi,164,4628,28.22
Gujrat,SABAR KANTHA,2019-20,Rabi,136,3981,29.27
Gujrat,SURAT,2011-12,Rabi,400,12400,31
Gujrat,SURAT,2012-13,Rabi,100,1900,19
Gujrat,SURAT,2013-14,Rabi,150,4577,30.51
Gujrat,SURAT,2014-15,Rabi,98,2732,27.88
Gujrat,SURAT,2015-16,Rabi,293,7891,26.93
Gujrat,SURAT,2016-17,Rabi,267,6955,26.05
Gujrat,SURAT,2017-18,Rabi,219,6280,28.68
Gujrat,SURAT,2018-19,Rabi,131,3697,28.22
Gujrat,SURAT,2019-20,Rabi,336,9834,29.27
Gujrat,SURENDRANAGAR,2011-12,Rabi,1200,35900,29.92
Gujrat,SURENDRANAGAR,2012-13,Rabi,1200,28300,23.58
Gujrat,SURENDRANAGAR,2013-14,Rabi,1007,30725,30.51
Gujrat,SURENDRANAGAR,2014-15,Rabi,678,18902,27.88
Gujrat,SURENDRANAGAR,2015-16,Rabi,1340,36088,26.93
Gujrat,SURENDRANAGAR,2016-17,Rabi,1198,31206,26.05
Gujrat,SURENDRANAGAR,2017-18,Rabi,475,15875,33.42
Gujrat,SURENDRANAGAR,2018-19,Rabi,256,7225,28.22
Gujrat,SURENDRANAGAR,2019-20,Rabi,29,849,29.28
Gujrat,TAPI,2011-12,Rabi,100,2000,20
Gujrat,TAPI,2013-14,Rabi,136,4149,30.51
Gujrat,TAPI,2014-15,Rabi,18,502,27.89
Gujrat,TAPI,2017-18,Rabi,4,115,28.75
Gujrat,TAPI,2018-19,Rabi,5,141,28.2
Gujrat,VADODARA,2011-12,Rabi,300,9900,33
Gujrat,VADODARA,2012-13,Rabi,300,8100,27
Gujrat,VADODARA,2013-14,Rabi,947,28894,30.51
Gujrat,VADODARA,2014-15,Rabi,100,2788,27.88
Gujrat,VADODARA,2015-16,Rabi,85,2289,26.93
Gujrat,VADODARA,2016-17,Rabi,135,3517,26.05
Gujrat,VADODARA,2017-18,Rabi,69,1979,28.68
Gujrat,VADODARA,2018-19,Rabi,134,3782,28.22
Gujrat,VADODARA,2019-20,Rabi,23,673,29.26
Gujrat,VALSAD,2011-12,Rabi,100,400,4
Gujrat,VALSAD,2014-15,Rabi,22,613,27.86
Gujrat,VALSAD,2017-18,Rabi,285,8173,28.68
Gujrat,VALSAD,2018-19,Rabi,257,7253,28.22
Gujrat,VALSAD,2019-20,Rabi,320,9366,29.27
Himachal Pradesh,BILASPUR,2011-12,Rabi,58,416,7.17
Himachal Pradesh,BILASPUR,2012-13,Rabi,33,237,7.18
Himachal Pradesh,BILASPUR,2013-14,Rabi,28,208,7.43
Himachal Pradesh,BILASPUR,2014-15,Rabi,32,229,7.16
Himachal Pradesh,BILASPUR,2015-16,Rabi,39,219,5.62
Himachal Pradesh,BILASPUR,2017-18,Rabi,65,469,7.22
Himachal Pradesh,BILASPUR,2018-19,Rabi,68,490,7.21
Himachal Pradesh,BILASPUR,2019-20,Rabi,48,350,7.29
Himachal Pradesh,CHAMBA,2011-12,Rabi,43,437,10.16
Himachal Pradesh,CHAMBA,2012-13,Rabi,44,448,10.18
Himachal Pradesh,CHAMBA,2013-14,Rabi,59,601,10.19
Himachal Pradesh,CHAMBA,2014-15,Rabi,55,560,10.18
Himachal Pradesh,CHAMBA,2015-16,Rabi,59,599,10.15
Himachal Pradesh,CHAMBA,2017-18,Rabi,37,288,7.78
Himachal Pradesh,CHAMBA,2018-19,Rabi,43,334,7.77
Himachal Pradesh,CHAMBA,2019-20,Rabi,62,470,7.58
Himachal Pradesh,HAMIRPUR,2011-12,Rabi,18,155,8.61
Himachal Pradesh,HAMIRPUR,2012-13,Rabi,26,266,10.23
Himachal Pradesh,HAMIRPUR,2013-14,Rabi,33,336,10.18
Himachal Pradesh,HAMIRPUR,2014-15,Rabi,33,337,10.21
Himachal Pradesh,HAMIRPUR,2015-16,Rabi,45,460,10.22
Himachal Pradesh,HAMIRPUR,2017-18,Rabi,29,69,2.38
Himachal Pradesh,HAMIRPUR,2018-19,Rabi,42,99,2.36
Himachal Pradesh,HAMIRPUR,2019-20,Rabi,54,345,6.39
Himachal Pradesh,KANGRA,2011-12,Rabi,181,973,5.38
Himachal Pradesh,KANGRA,2012-13,Rabi,144,1179,8.19
Himachal Pradesh,KANGRA,2013-14,Rabi,178,1463,8.22
Himachal Pradesh,KANGRA,2014-15,Rabi,178,1462,8.21
Himachal Pradesh,KANGRA,2015-16,Rabi,216,2190,10.14
Himachal Pradesh,KANGRA,2017-18,Rabi,99,1028,10.38
Himachal Pradesh,KANGRA,2018-19,Rabi,116,1317,11.35
Himachal Pradesh,KANGRA,2019-20,Rabi,106,1058,9.98
Himachal Pradesh,KULLU,2011-12,Rabi,75,555,7.4
Himachal Pradesh,KULLU,2012-13,Rabi,127,1023,8.06
Himachal Pradesh,KULLU,2013-14,Rabi,36,296,8.22
Himachal Pradesh,KULLU,2014-15,Rabi,54,429,7.94
Himachal Pradesh,KULLU,2015-16,Rabi,52,530,10.19
Himachal Pradesh,KULLU,2017-18,Rabi,33,298,9.03
Himachal Pradesh,KULLU,2018-19,Rabi,38,343,9.03
Himachal Pradesh,KULLU,2019-20,Rabi,98,914,9.33
Himachal Pradesh,MANDI,2011-12,Rabi,80,814,10.18
Himachal Pradesh,MANDI,2012-13,Rabi,92,748,8.13
Himachal Pradesh,MANDI,2013-14,Rabi,115,935,8.13
Himachal Pradesh,MANDI,2014-15,Rabi,97,787,8.11
Himachal Pradesh,MANDI,2015-16,Rabi,98,996,10.16
Himachal Pradesh,MANDI,2017-18,Rabi,100,285,2.85
Himachal Pradesh,MANDI,2018-19,Rabi,98,173,1.77
Himachal Pradesh,MANDI,2019-20,Rabi,8,46,5.75
Himachal Pradesh,SHIMLA,2011-12,Rabi,24,244,10.17
Himachal Pradesh,SHIMLA,2012-13,Rabi,36,366,10.17
Himachal Pradesh,SHIMLA,2014-15,Rabi,11,112,10.18
Himachal Pradesh,SHIMLA,2015-16,Rabi,11,112,10.18
Himachal Pradesh,SHIMLA,2017-18,Rabi,19,74,3.89
Himachal Pradesh,SHIMLA,2018-19,Rabi,22,85,3.86
Himachal Pradesh,SHIMLA,2019-20,Rabi,22,130,5.91
Himachal Pradesh,SIRMAUR,2011-12,Rabi,134,1353,10.1
Himachal Pradesh,SIRMAUR,2012-13,Rabi,114,1152,10.11
Himachal Pradesh,SIRMAUR,2013-14,Rabi,173,1727,9.98
Himachal Pradesh,SIRMAUR,2014-15,Rabi,213,2111,9.91
Himachal Pradesh,SIRMAUR,2015-16,Rabi,194,1931,9.95
Himachal Pradesh,SIRMAUR,2017-18,Rabi,100,217,2.17
Himachal Pradesh,SIRMAUR,2018-19,Rabi,102,180,1.76
Himachal Pradesh,SIRMAUR,2019-20,Rabi,157,749,4.77
Himachal Pradesh,SOLAN,2011-12,Rabi,36,365,10.14
Himachal Pradesh,SOLAN,2012-13,Rabi,41,415,10.12
Himachal Pradesh,SOLAN,2013-14,Rabi,49,496,10.12
Himachal Pradesh,SOLAN,2014-15,Rabi,45,455,10.11
Himachal Pradesh,SOLAN,2015-16,Rabi,50,506,10.12
Himachal Pradesh,SOLAN,2017-18,Rabi,19,98,5.16
Himachal Pradesh,SOLAN,2018-19,Rabi,19,98,5.16
Himachal Pradesh,SOLAN,2019-20,Rabi,305,2184,7.16
Himachal Pradesh,UNA,2011-12,Rabi,75,950,12.67
Himachal Pradesh,UNA,2012-13,Rabi,91,1133,12.45
Himachal Pradesh,UNA,2013-14,Rabi,93,1184,12.73
Himachal Pradesh,UNA,2014-15,Rabi,88,1118,12.7
Himachal Pradesh,UNA,2015-16,Rabi,90,1153,12.81
Himachal Pradesh,UNA,2017-18,Rabi,93,906,9.74
Himachal Pradesh,UNA,2018-19,Rabi,92,896,9.74
Himachal Pradesh,UNA,2019-20,Rabi,92,804,8.74
Jammu and Kashmir,ANANTNAG,2011-12,Kharif,57,52,0.91
Jammu and Kashmir,ANANTNAG,2011-12,Rabi,64,151,2.35
Jammu and Kashmir,ANANTNAG,2012-13,Kharif,57,52,0.91
Jammu and Kashmir,ANANTNAG,2012-13,Rabi,64,151,2.35
Jammu and Kashmir,ANANTNAG,2013-14,Rabi,64,151,2.35
Jammu and Kashmir,ANANTNAG,2014-15,Kharif,104,94,0.9
Jammu and Kashmir,ANANTNAG,2016-17,Kharif,16,8,0.5
Jammu and Kashmir,ANANTNAG,2017-18,Kharif,17,9,0.5
Jammu and Kashmir,ANANTNAG,2017-18,Rabi,3,7,2.37
Jammu and Kashmir,ANANTNAG,2018-19,Kharif,17,9,0.5
Jammu and Kashmir,ANANTNAG,2019-20,Kharif,23,12,0.5
Jammu and Kashmir,BADGAM,2011-12,Kharif,30,24,0.81
Jammu and Kashmir,BADGAM,2011-12,Rabi,129,321,2.49
Jammu and Kashmir,BADGAM,2012-13,Kharif,28,23,0.81
Jammu and Kashmir,BADGAM,2012-13,Rabi,127,316,2.49
Jammu and Kashmir,BADGAM,2013-14,Rabi,127,316,2.49
Jammu and Kashmir,BADGAM,2014-15,Kharif,5,4,0.82
Jammu and Kashmir,BADGAM,2015-16,Rabi,42,104,2.49
Jammu and Kashmir,BADGAM,2016-17,Rabi,53,132,2.48
Jammu and Kashmir,BADGAM,2017-18,Kharif,10,5,0.5
Jammu and Kashmir,BADGAM,2017-18,Rabi,118,293,2.48
Jammu and Kashmir,BADGAM,2018-19,Rabi,101,251,2.49
Jammu and Kashmir,BADGAM,2019-20,Rabi,107,266,2.49
Jammu and Kashmir,BARAMULLA,2011-12,Kharif,1,1,1.1
Jammu and Kashmir,BARAMULLA,2012-13,Kharif,1,1,1.1
Jammu and Kashmir,DODA,2011-12,Rabi,50,128,2.56
Jammu and Kashmir,DODA,2012-13,Rabi,52,133,2.56
Jammu and Kashmir,DODA,2013-14,Rabi,52,133,2.56
Jammu and Kashmir,DODA,2016-17,Rabi,109,263,2.41
Jammu and Kashmir,DODA,2017-18,Rabi,71,171,2.41
Jammu and Kashmir,DODA,2018-19,Rabi,63,152,2.41
Jammu and Kashmir,DODA,2019-20,Rabi,64,154,2.41
Jammu and Kashmir,GANDERBAL,2015-16,Rabi,70,166,2.36
Jammu and Kashmir,GANDERBAL,2016-17,Rabi,59,140,2.36
Jammu and Kashmir,GANDERBAL,2017-18,Rabi,61,144,2.36
Jammu and Kashmir,GANDERBAL,2018-19,Rabi,96,227,2.36
Jammu and Kashmir,GANDERBAL,2019-20,Rabi,90,213,2.36
Jammu and Kashmir,JAMMU,2015-16,Rabi,1,3,2.5
Jammu and Kashmir,JAMMU,2016-17,Rabi,1,3,2.5
Jammu and Kashmir,KATHUA,2015-16,Kharif,3,2,0.5
Jammu and Kashmir,KATHUA,2016-17,Rabi,2,5,2.5
Jammu and Kashmir,KATHUA,2019-20,Rabi,2,5,2.5
Jammu and Kashmir,KISHTWAR,2016-17,Rabi,1,3,2.5
Jammu and Kashmir,KISHTWAR,2017-18,Rabi,1,3,2.5
Jammu and Kashmir,KISHTWAR,2019-20,Rabi,1,3,2.5
Jammu and Kashmir,KULGAM,2011-12,Kharif,56,51,0.91
Jammu and Kashmir,KULGAM,2011-12,Rabi,66,156,2.36
Jammu and Kashmir,KULGAM,2012-13,Rabi,73,172,2.36
Jammu and Kashmir,KULGAM,2013-14,Rabi,73,172,2.36
Jammu and Kashmir,KULGAM,2015-16,Kharif,38,19,0.5
Jammu and Kashmir,KULGAM,2015-16,Rabi,220,518,2.36
Jammu and Kashmir,KULGAM,2016-17,Rabi,238,561,2.36
Jammu and Kashmir,KULGAM,2017-18,Rabi,220,518,2.36
Jammu and Kashmir,KULGAM,2018-19,Rabi,212,500,2.36
Jammu and Kashmir,KULGAM,2019-20,Rabi,199,469,2.36
Jammu and Kashmir,KUPWARA,2017-18,Kharif,8,4,0.5
Jammu and Kashmir,LEH LADAKH,2018-19,Rabi,1,1,0.9
Jammu and Kashmir,POONCH,2019-20,Kharif,3,1,0.17
Jammu and Kashmir,PULWAMA,2011-12,Rabi,105,247,2.35
Jammu and Kashmir,PULWAMA,2012-13,Rabi,102,240,2.35
Jammu and Kashmir,PULWAMA,2013-14,Rabi,102,240,2.35
Jammu and Kashmir,PULWAMA,2015-16,Rabi,23,54,2.35
Jammu and Kashmir,PULWAMA,2016-17,Rabi,100,235,2.35
Jammu and Kashmir,PULWAMA,2017-18,Kharif,22,11,0.5
Jammu and Kashmir,PULWAMA,2017-18,Rabi,30,70,2.35
Jammu and Kashmir,PULWAMA,2018-19,Rabi,27,63,2.35
Jammu and Kashmir,PULWAMA,2019-20,Rabi,48,113,2.35
Jammu and Kashmir,RAMBAN,2019-20,Rabi,2,5,2.5
Jammu and Kashmir,REASI,2011-12,Rabi,4,4,0.95
Jammu and Kashmir,SAMBA,2018-19,Rabi,1,1,0.7
Jammu and Kashmir,SHOPIAN,2011-12,Rabi,12,29,2.38
Jammu and Kashmir,SHOPIAN,2012-13,Rabi,12,29,2.38
Jammu and Kashmir,SHOPIAN,2013-14,Rabi,12,29,2.38
Jammu and Kashmir,SRINAGAR,2015-16,Rabi,49,116,2.37
Jammu and Kashmir,SRINAGAR,2016-17,Rabi,49,116,2.37
Jammu and Kashmir,SRINAGAR,2017-18,Rabi,48,114,2.37
Jammu and Kashmir,SRINAGAR,2018-19,Rabi,49,116,2.37
Jammu and Kashmir,SRINAGAR,2019-20,Rabi,48,114,2.37
Jammu and Kashmir,UDHAMPUR,2012-13,Rabi,2,5,2.25
Jammu and Kashmir,UDHAMPUR,2013-14,Rabi,2,5,2.25
Jammu and Kashmir,UDHAMPUR,2014-15,Kharif,1,1,0.8
Jammu and Kashmir,UDHAMPUR,2015-16,Kharif,1,1,0.8
Jharkhand,BOKARO,2011-12,Rabi,107,676,6.32
Jharkhand,BOKARO,2012-13,Rabi,149,959,6.44
Jharkhand,BOKARO,2013-14,Rabi,216,1122,5.19
Jharkhand,BOKARO,2014-15,Rabi,101,615,6.09
Jharkhand,BOKARO,2015-16,Rabi,122,1252,10.26
Jharkhand,BOKARO,2016-17,Rabi,111,490,4.41
Jharkhand,CHATRA,2011-12,Rabi,155,1240,8
Jharkhand,CHATRA,2012-13,Rabi,147,814,5.54
Jharkhand,CHATRA,2013-14,Rabi,97,504,5.2
Jharkhand,CHATRA,2014-15,Rabi,121,736,6.08
Jharkhand,CHATRA,2015-16,Rabi,124,1989,16.04
Jharkhand,CHATRA,2016-17,Rabi,142,626,4.41
Jharkhand,DEOGHAR,2011-12,Rabi,9,33,3.67
Jharkhand,DEOGHAR,2012-13,Rabi,7,51,7.29
Jharkhand,DEOGHAR,2013-14,Rabi,7,34,4.86
Jharkhand,DEOGHAR,2014-15,Rabi,2,5,2.5
Jharkhand,DHANBAD,2011-12,Rabi,15,95,6.33
Jharkhand,DHANBAD,2012-13,Rabi,16,103,6.44
Jharkhand,DHANBAD,2013-14,Rabi,13,4706,362
Jharkhand,DHANBAD,2014-15,Rabi,13,39,3
Jharkhand,DHANBAD,2015-16,Rabi,8,61,7.63
Jharkhand,DHANBAD,2016-17,Rabi,6,26,4.33
Jharkhand,DUMKA,2011-12,Rabi,73,666,9.12
Jharkhand,DUMKA,2012-13,Rabi,18,77,4.28
Jharkhand,DUMKA,2013-14,Rabi,18,197,10.94
Jharkhand,DUMKA,2014-15,Rabi,19,116,6.11
Jharkhand,DUMKA,2015-16,Rabi,7,82,11.71
Jharkhand,DUMKA,2016-17,Rabi,12,52,4.33
Jharkhand,EAST SINGHBUM,2012-13,Rabi,12,51,4.25
Jharkhand,EAST SINGHBUM,2013-14,Rabi,25,137,5.48
Jharkhand,EAST SINGHBUM,2014-15,Rabi,12,73,6.08
Jharkhand,EAST SINGHBUM,2015-16,Rabi,1,6,6
Jharkhand,EAST SINGHBUM,2016-17,Rabi,3,24,8
Jharkhand,GARHWA,2011-12,Rabi,434,2817,6.49
Jharkhand,GARHWA,2012-13,Rabi,394,2445,6.21
Jharkhand,GARHWA,2013-14,Rabi,412,2558,6.21
Jharkhand,GARHWA,2014-15,Rabi,325,1897,5.84
Jharkhand,GARHWA,2015-16,Rabi,209,1315,6.29
Jharkhand,GARHWA,2016-17,Rabi,205,1401,6.83
Jharkhand,GIRIDIH,2011-12,Rabi,3,21,7
Jharkhand,GIRIDIH,2012-13,Rabi,36,273,7.58
Jharkhand,GIRIDIH,2013-14,Rabi,124,644,5.19
Jharkhand,GIRIDIH,2014-15,Rabi,137,1051,7.67
Jharkhand,GIRIDIH,2015-16,Rabi,111,890,8.02
Jharkhand,GIRIDIH,2016-17,Rabi,166,732,4.41
Jharkhand,GODDA,2011-12,Rabi,16,69,4.31
Jharkhand,GODDA,2012-13,Rabi,12,59,4.92
Jharkhand,GODDA,2013-14,Rabi,14,153,10.93
Jharkhand,GODDA,2014-15,Rabi,10,61,6.1
Jharkhand,GODDA,2015-16,Rabi,13,153,11.77
Jharkhand,GODDA,2016-17,Rabi,86,979,11.38
Jharkhand,GUMLA,2011-12,Rabi,292,2785,9.54
Jharkhand,GUMLA,2012-13,Rabi,304,1420,4.67
Jharkhand,GUMLA,2013-14,Rabi,286,1300,4.55
Jharkhand,GUMLA,2014-15,Rabi,293,1783,6.09
Jharkhand,GUMLA,2015-16,Rabi,373,1219,3.27
Jharkhand,GUMLA,2016-17,Rabi,370,3553,9.6
Jharkhand,HAZARIBAGH,2011-12,Rabi,266,1562,5.87
Jharkhand,HAZARIBAGH,2012-13,Rabi,332,2088,6.29
Jharkhand,HAZARIBAGH,2013-14,Rabi,281,1611,5.73
Jharkhand,HAZARIBAGH,2014-15,Rabi,419,2292,5.47
Jharkhand,HAZARIBAGH,2015-16,Rabi,363,3726,10.26
Jharkhand,HAZARIBAGH,2016-17,Rabi,354,1561,4.41
Jharkhand,JAMTARA,2011-12,Rabi,31,409,13.19
Jharkhand,JAMTARA,2012-13,Rabi,30,410,13.67
Jharkhand,JAMTARA,2013-14,Rabi,34,415,12.21
Jharkhand,JAMTARA,2014-15,Rabi,36,427,11.86
Jharkhand,JAMTARA,2015-16,Rabi,40,644,16.1
Jharkhand,JAMTARA,2016-17,Rabi,61,960,15.74
Jharkhand,KHUNTI,2011-12,Rabi,126,797,6.33
Jharkhand,KHUNTI,2012-13,Rabi,182,1124,6.18
Jharkhand,KHUNTI,2013-14,Rabi,174,1022,5.87
Jharkhand,KHUNTI,2014-15,Rabi,169,1029,6.09
Jharkhand,KHUNTI,2015-16,Rabi,144,471,3.27
Jharkhand,KHUNTI,2016-17,Rabi,146,1402,9.6
Jharkhand,KODERMA,2011-12,Rabi,28,135,4.82
Jharkhand,KODERMA,2012-13,Rabi,94,895,9.52
Jharkhand,KODERMA,2013-14,Rabi,92,326,3.54
Jharkhand,KODERMA,2014-15,Rabi,60,365,6.08
Jharkhand,KODERMA,2015-16,Rabi,93,509,5.47
Jharkhand,KODERMA,2016-17,Rabi,28,123,4.39
Jharkhand,LATEHAR,2011-12,Rabi,239,2154,9.01
Jharkhand,LATEHAR,2012-13,Rabi,175,1159,6.62
